source,list_url,title,url
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,구글 &apos;터보퀀트&apos; 충격으로 메모리 시총 150조 증발...&quot;제2의 딥시크 사태인가&quot;,https://www.aitimes.com/news/articleView.html?idxno=208497
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"구글, 앤트로픽의 데이터센터 임대에 자금 지원 예정",https://www.aitimes.com/news/articleView.html?idxno=208489
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"메타, 기존 안경 착용자를 위한 새로운 AI 안경 출시 예정",https://www.aitimes.com/news/articleView.html?idxno=208494
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"애플, &apos;시리&apos; 개선 위해 AI 마케팅 부사장으로 구글 베테랑 임원 영입",https://www.aitimes.com/news/articleView.html?idxno=208495
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"소프트뱅크, 오픈AI 투자 확대 위해 60조 단기 대출...&quot;1년 내 IPO 승부수&quot;",https://www.aitimes.com/news/articleView.html?idxno=208492
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"오픈AI, &apos;코덱스&apos;에 업무 도구 연결하는 플러그인 도입...&apos;클로드 코워크&apos;에 대응",https://www.aitimes.com/news/articleView.html?idxno=208490
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"오픈AI, &apos;챗GPT 광고&apos; 6주 만에 매출 1500억 돌파",https://www.aitimes.com/news/articleView.html?idxno=208488
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"앤트로픽, 사상 최강 모델 &apos;클로드 미소스&apos; 출시 임박",https://www.aitimes.com/news/articleView.html?idxno=208493
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"애플, 시리를 챗GPT 외 타사 모델과도 연결하는 &apos;개방형&apos;으로 확장",https://www.aitimes.com/news/articleView.html?idxno=208437
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"오픈AI, 내부 반발·B2B 집중에 &apos;성인 모드&apos; 출시 무기한 연기...폐기도 검토",https://www.aitimes.com/news/articleView.html?idxno=208445
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"사카나 AI, AI 작성 논문이 사상 첫 &apos;네이처&apos;에 게재",https://www.aitimes.com/news/articleView.html?idxno=208446
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"&apos;아이폰 디자이너 사수&apos;...애플, 오픈AI 인재 빼가기 맞서 수억대 주식 지급",https://www.aitimes.com/news/articleView.html?idxno=208453
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"코히어, 한국어 지원하는 기업용 2B 오픈소스 음성 모델 출시",https://www.aitimes.com/news/articleView.html?idxno=208459
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"MS, 비용 절감 위해 AI 제외한 부서 신규 채용 동결",https://www.aitimes.com/news/articleView.html?idxno=208472
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"메타, 텍사스 데이터센터 투자액 6배 이상 늘려 15조로 확대",https://www.aitimes.com/news/articleView.html?idxno=208482
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"메타, &apos;SNS 중독&apos; 패소에 따른 줄소송 우려로 주가 8% 급락",https://www.aitimes.com/news/articleView.html?idxno=208477
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"네덜란드 법원, xAI &apos;그록&apos;의 성적 이미지 제작·배포 세계 최초 금지 명령",https://www.aitimes.com/news/articleView.html?idxno=208470
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"앤트로픽, 올해 IPO에서 90조 조달 목표...스페이스X 이어 두번째 규모",https://www.aitimes.com/news/articleView.html?idxno=208467
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"미스트랄, 기업 시장 겨냥한 3B 텍스트-음성 변환 모델 오픈 공개",https://www.aitimes.com/news/articleView.html?idxno=208462
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"미 정부 &apos;블랙리스트&apos; 제동…법원, 앤트로픽 가처분 신청 인용",https://www.aitimes.com/news/articleView.html?idxno=208463
